"r_id","r_gender","r_age","r_educ","r_income","r_party","r_strength","r_lean","profile","cage","chealthcare","cmarriage","cparty","educ","exp","gender","guns","highway","ideology","immigration","income","job","kids","marital","military","race","relative","school","vacation"
"R_TgXUB77H7XzHGAV",2,32,4,2,2,1,NA,1,3,1,1,2,3,3,1,1,1,2,2,3,2,3,2,1,1,2,2,1
"R_TgXUB77H7XzHGAV",2,32,4,2,2,1,NA,2,1,2,2,2,1,1,1,1,2,2,1,1,4,4,2,1,7,4,1,2
"R_TgXUB77H7XzHGAV",2,32,4,2,2,1,NA,3,3,1,1,2,2,3,2,1,2,1,2,2,3,2,2,1,1,1,3,4
"R_TgXUB77H7XzHGAV",2,32,4,2,2,1,NA,4,2,2,2,2,1,1,1,1,2,2,1,1,1,3,3,1,1,2,1,1
"R_2SJrChL8yLTxRJX",2,35,4,3,2,0,NA,1,3,2,2,2,1,3,1,1,3,2,1,2,2,3,2,2,1,3,2,3
"R_2SJrChL8yLTxRJX",2,35,4,3,2,0,NA,2,3,2,2,1,2,3,2,2,3,1,2,2,1,3,2,1,1,2,3,3
"R_2SJrChL8yLTxRJX",2,35,4,3,2,0,NA,3,1,2,2,1,3,2,1,2,4,1,3,2,2,4,2,2,1,4,1,2
"R_2SJrChL8yLTxRJX",2,35,4,3,2,0,NA,4,1,2,1,1,3,1,1,2,1,1,2,2,2,3,2,1,1,1,2,3
"R_2dm3l8G47eN68dp",2,33,5,2,2,0,NA,1,3,1,2,1,3,2,1,2,3,1,2,3,2,4,2,2,1,4,3,1
"R_2dm3l8G47eN68dp",2,33,5,2,2,0,NA,2,3,2,1,2,3,2,2,1,4,2,1,3,2,4,2,2,1,3,1,3
"R_2dm3l8G47eN68dp",2,33,5,2,2,0,NA,3,3,1,2,2,2,3,1,1,2,2,2,3,1,4,2,2,1,1,3,1
"R_2dm3l8G47eN68dp",2,33,5,2,2,0,NA,4,3,2,1,1,3,3,1,2,4,1,2,3,2,4,3,1,1,2,1,2
"R_31z3Ll08zv89eZw",1,38,5,5,1,0,NA,1,2,2,2,2,3,3,1,1,3,2,1,3,2,3,2,1,1,1,2,1
"R_31z3Ll08zv89eZw",1,38,5,5,1,0,NA,2,1,1,2,1,2,3,2,2,1,1,3,3,2,3,2,1,1,2,3,3
"R_31z3Ll08zv89eZw",1,38,5,5,1,0,NA,3,2,2,2,2,3,2,1,1,2,2,1,3,2,3,2,2,1,3,2,1
"R_31z3Ll08zv89eZw",1,38,5,5,1,0,NA,4,3,1,1,1,3,2,1,2,1,1,3,3,1,4,2,1,1,1,1,3
"R_U9eMLGIE9VxW6wp",1,48,5,3,1,0,NA,1,2,1,1,1,2,1,1,2,2,1,3,2,2,3,2,1,1,2,2,3
"R_U9eMLGIE9VxW6wp",1,48,5,3,1,0,NA,2,1,1,2,2,2,3,1,1,3,2,2,2,1,3,2,2,1,1,1,1
"R_U9eMLGIE9VxW6wp",1,48,5,3,1,0,NA,3,2,2,2,1,2,1,1,1,2,2,2,1,1,1,2,1,3,1,2,3
"R_U9eMLGIE9VxW6wp",1,48,5,3,1,0,NA,4,3,2,1,1,3,1,1,2,4,1,3,2,1,4,2,2,1,4,2,1
"R_tVZyeCAjSM0pgZj",2,29,5,2,2,0,NA,1,2,1,1,1,3,3,1,2,3,1,3,2,2,3,2,2,1,3,3,1
"R_tVZyeCAjSM0pgZj",2,29,5,2,2,0,NA,2,3,2,1,2,3,3,1,1,2,2,1,3,2,4,2,2,1,4,1,3
"R_tVZyeCAjSM0pgZj",2,29,5,2,2,0,NA,3,1,2,2,1,3,3,1,1,1,1,1,2,1,4,2,2,1,3,2,4
"R_tVZyeCAjSM0pgZj",2,29,5,2,2,0,NA,4,1,2,2,2,3,3,1,2,4,2,1,3,1,4,2,2,1,4,1,2
"R_2zGCpqCkmsOjfLF",2,34,3,2,3,NA,1,1,1,2,2,1,2,2,1,2,3,2,2,3,1,3,2,1,1,1,3,1
"R_2zGCpqCkmsOjfLF",2,34,3,2,3,NA,1,2,1,2,1,1,3,2,2,2,4,1,2,2,2,2,2,1,1,2,1,2
"R_2zGCpqCkmsOjfLF",2,34,3,2,3,NA,1,3,2,1,2,2,2,3,1,1,1,2,1,3,1,3,2,2,2,2,2,3
"R_2zGCpqCkmsOjfLF",2,34,3,2,3,NA,1,4,2,1,2,1,2,3,1,2,2,2,2,3,2,2,3,1,1,3,3,4
"R_1lcmie8jK2XJi33",2,41,5,3,3,NA,0,1,2,2,1,1,3,3,1,1,4,1,2,3,2,3,2,2,1,3,1,3
"R_1lcmie8jK2XJi33",2,41,5,3,3,NA,0,2,1,2,1,2,3,3,1,1,1,2,1,3,1,1,2,1,1,1,3,2
"R_1lcmie8jK2XJi33",2,41,5,3,3,NA,0,3,2,2,2,2,2,2,1,2,4,1,1,3,1,4,2,1,1,4,1,1
"R_1lcmie8jK2XJi33",2,41,5,3,3,NA,0,4,3,2,2,1,3,2,1,2,1,2,1,3,2,4,2,2,1,3,1,2
"R_2TosjoC2a1BXA2F",1,23,5,3,3,NA,0,1,2,1,2,2,2,2,1,1,3,2,3,3,1,4,2,2,1,3,2,1
"R_2TosjoC2a1BXA2F",1,23,5,3,3,NA,0,2,2,2,2,2,2,2,2,2,3,2,1,2,2,3,2,2,1,4,2,4
"R_2TosjoC2a1BXA2F",1,23,5,3,3,NA,0,3,1,2,2,1,2,1,1,1,1,1,3,2,1,3,2,2,7,3,3,3
"R_2TosjoC2a1BXA2F",1,23,5,3,3,NA,0,4,3,2,1,1,3,3,1,2,4,1,3,3,1,4,2,2,1,2,3,1
"R_1kMiNkhSiKHIGqO",2,31,4,3,2,0,NA,1,1,1,1,2,2,2,2,2,4,1,3,3,1,3,2,1,2,4,3,2
"R_1kMiNkhSiKHIGqO",2,31,4,3,2,0,NA,2,3,1,1,1,3,3,1,1,2,1,2,2,3,2,2,2,1,3,1,3
"R_1kMiNkhSiKHIGqO",2,31,4,3,2,0,NA,3,2,1,1,1,2,1,2,2,3,1,3,1,2,1,2,1,1,4,2,4
"R_1kMiNkhSiKHIGqO",2,31,4,3,2,0,NA,4,3,2,1,2,2,2,1,1,2,2,1,3,1,3,2,2,1,2,2,1
"R_25TlNViLARGlLeK",2,47,2,5,1,1,NA,1,1,2,2,2,2,3,1,1,2,2,1,3,2,3,2,1,1,3,3,2
"R_25TlNViLARGlLeK",2,47,2,5,1,1,NA,2,2,2,1,2,2,2,1,2,4,1,3,2,1,3,2,1,2,2,2,4
"R_25TlNViLARGlLeK",2,47,2,5,1,1,NA,3,2,1,2,1,2,3,2,2,1,1,3,2,2,3,2,1,1,1,3,3
"R_25TlNViLARGlLeK",2,47,2,5,1,1,NA,4,1,2,2,2,2,2,1,1,4,2,1,3,1,3,2,1,1,1,2,4
"R_2QtbiftsvCQRCNE",2,25,5,4,2,1,NA,1,2,1,2,2,3,3,1,1,4,2,2,3,1,3,2,1,1,1,1,3
"R_2QtbiftsvCQRCNE",2,25,5,4,2,1,NA,2,3,2,1,1,3,3,1,2,3,1,3,2,2,4,2,2,1,4,3,1
"R_2QtbiftsvCQRCNE",2,25,5,4,2,1,NA,3,2,2,1,2,3,3,2,1,1,2,2,2,2,3,2,1,1,2,1,3
"R_2QtbiftsvCQRCNE",2,25,5,4,2,1,NA,4,3,1,2,1,3,3,2,2,4,2,2,3,1,2,3,1,1,2,1,2
"R_1roxBV3Y04G2sP2",1,27,2,2,2,1,NA,1,1,2,1,2,2,1,1,1,3,2,1,1,1,3,2,1,1,4,1,3
"R_1roxBV3Y04G2sP2",1,27,2,2,2,1,NA,2,1,2,2,1,2,1,2,1,2,2,2,1,3,2,3,1,1,2,3,2
"R_1roxBV3Y04G2sP2",1,27,2,2,2,1,NA,3,1,1,2,1,3,3,1,2,1,1,3,1,2,1,1,1,1,3,1,1
"R_1roxBV3Y04G2sP2",1,27,2,2,2,1,NA,4,3,2,2,2,2,3,1,1,4,2,1,2,2,4,2,2,1,1,2,1
"R_VVzUOtZF0Bi23T3",2,46,2,1,2,0,NA,1,3,1,2,1,2,2,1,1,1,1,1,1,3,3,1,2,7,2,1,3
"R_VVzUOtZF0Bi23T3",2,46,2,1,2,0,NA,2,3,2,1,2,1,2,1,2,3,2,2,3,4,3,3,1,2,2,3,3
"R_VVzUOtZF0Bi23T3",2,46,2,1,2,0,NA,3,2,1,2,1,1,1,1,1,2,1,2,2,2,2,3,1,7,4,3,3
"R_VVzUOtZF0Bi23T3",2,46,2,1,2,0,NA,4,3,1,1,1,1,3,1,2,1,2,2,2,4,3,2,2,1,1,1,1
"R_2E4wqo9LCv5oGt2",1,25,3,4,1,1,NA,1,2,2,2,1,2,2,1,2,1,1,2,2,3,3,2,1,1,1,2,2
"R_2E4wqo9LCv5oGt2",1,25,3,4,1,1,NA,2,2,2,1,1,2,1,1,2,1,1,2,2,1,2,2,2,1,4,3,2
"R_2E4wqo9LCv5oGt2",1,25,3,4,1,1,NA,3,2,2,2,1,2,1,2,1,1,1,2,2,3,2,2,2,1,3,3,2
"R_2E4wqo9LCv5oGt2",1,25,3,4,1,1,NA,4,3,1,1,1,1,1,1,2,1,1,1,2,3,1,3,2,1,4,3,4
"R_306SX8YbbJGwa4x",2,30,5,3,3,NA,-1,1,1,1,2,2,3,1,1,1,1,2,1,2,2,3,2,1,1,3,3,1
"R_306SX8YbbJGwa4x",2,30,5,3,3,NA,-1,2,1,2,1,2,2,3,1,1,2,2,1,2,1,2,2,1,1,2,2,3
"R_306SX8YbbJGwa4x",2,30,5,3,3,NA,-1,3,2,1,2,1,2,1,1,2,1,2,2,2,2,2,2,1,1,3,1,2
"R_306SX8YbbJGwa4x",2,30,5,3,3,NA,-1,4,2,2,2,2,3,2,1,1,2,2,1,3,2,3,2,1,1,3,3,1
"R_1IfBmtSObmGgMCZ",2,38,2,1,3,NA,1,1,2,2,2,1,2,1,1,1,2,2,1,2,2,4,2,2,1,4,3,4
"R_1IfBmtSObmGgMCZ",2,38,2,1,3,NA,1,2,2,2,2,1,2,1,1,1,3,2,1,2,2,4,2,2,1,4,3,4
"R_1IfBmtSObmGgMCZ",2,38,2,1,3,NA,1,3,3,2,1,2,2,3,1,1,2,2,1,3,2,4,2,1,1,4,3,4
"R_1IfBmtSObmGgMCZ",2,38,2,1,3,NA,1,4,1,2,2,1,2,1,1,1,2,2,1,1,1,3,2,1,1,4,3,4
"R_2tJAozkF19IxA0B",2,42,4,1,2,0,NA,1,2,1,2,1,3,2,1,2,3,2,3,2,2,4,2,1,2,2,3,1
"R_2tJAozkF19IxA0B",2,42,4,1,2,0,NA,2,1,2,1,2,3,1,1,2,1,1,2,2,2,3,3,1,1,1,2,3
"R_2tJAozkF19IxA0B",2,42,4,1,2,0,NA,3,2,2,1,2,3,1,1,2,2,1,2,1,1,4,3,1,1,3,1,1
"R_2tJAozkF19IxA0B",2,42,4,1,2,0,NA,4,1,2,1,1,2,2,2,2,1,1,3,2,2,2,1,1,7,3,3,2
"R_300nG427WobyXfW",1,54,3,2,4,NA,0,1,3,2,1,2,3,2,1,1,1,2,1,2,2,3,2,1,1,1,3,1
"R_300nG427WobyXfW",1,54,3,2,4,NA,0,2,2,1,1,2,3,2,1,1,1,2,1,2,1,3,2,2,1,2,3,1
"R_300nG427WobyXfW",1,54,3,2,4,NA,0,3,3,2,1,2,3,2,1,1,4,2,1,2,3,3,2,1,1,3,3,3
"R_300nG427WobyXfW",1,54,3,2,4,NA,0,4,3,1,2,1,2,1,1,1,1,1,2,1,1,3,2,1,1,3,1,3
"R_2004qnAt6WrMYyR",1,19,2,2,2,0,NA,1,1,1,1,2,2,2,1,2,4,2,2,2,1,3,2,1,1,1,2,3
"R_2004qnAt6WrMYyR",1,19,2,2,2,0,NA,2,1,2,1,1,2,3,1,1,3,1,3,2,2,3,2,2,1,4,1,1
"R_2004qnAt6WrMYyR",1,19,2,2,2,0,NA,3,3,2,2,1,1,2,1,1,1,1,2,2,1,4,3,2,1,3,2,4
"R_2004qnAt6WrMYyR",1,19,2,2,2,0,NA,4,3,2,2,2,1,2,1,1,2,2,1,2,1,4,3,2,1,3,2,3
"R_29jnwBB4NJmJetD",2,35,3,3,1,1,NA,1,1,2,2,1,2,1,1,1,1,2,1,1,1,3,2,1,1,3,1,1
"R_29jnwBB4NJmJetD",2,35,3,3,1,1,NA,2,2,2,1,2,2,2,2,2,4,1,3,1,1,1,3,1,1,2,2,2
"R_29jnwBB4NJmJetD",2,35,3,3,1,1,NA,3,2,2,1,1,2,1,2,2,2,1,2,1,3,1,1,1,7,4,3,3
"R_29jnwBB4NJmJetD",2,35,3,3,1,1,NA,4,2,2,2,1,3,2,1,2,1,2,3,2,1,2,2,1,3,1,1,4
"R_2TofNNbPq1eayfV",2,30,4,2,2,1,NA,1,3,2,1,1,3,2,1,2,3,1,3,2,2,4,2,2,1,2,2,1
"R_2TofNNbPq1eayfV",2,30,4,2,2,1,NA,2,2,2,2,2,2,1,1,1,3,2,1,3,1,2,2,1,1,1,1,4
"R_2TofNNbPq1eayfV",2,30,4,2,2,1,NA,3,2,2,1,2,2,3,1,1,1,2,2,2,2,3,2,2,1,3,2,3
"R_2TofNNbPq1eayfV",2,30,4,2,2,1,NA,4,3,1,1,2,3,3,1,1,2,1,3,2,2,3,2,2,1,2,2,1
"R_3KC81dOJHPD06hb",2,28,1,2,1,0,NA,1,3,1,2,1,2,2,1,1,3,2,1,2,1,3,3,1,1,2,2,4
"R_3KC81dOJHPD06hb",2,28,1,2,1,0,NA,2,2,2,1,1,2,1,1,2,2,1,1,3,4,2,2,1,1,1,1,3
"R_3KC81dOJHPD06hb",2,28,1,2,1,0,NA,3,3,1,1,2,3,3,1,1,4,2,2,3,2,4,2,2,1,4,3,1
"R_3KC81dOJHPD06hb",2,28,1,2,1,0,NA,4,1,2,2,2,2,1,1,2,4,1,1,1,3,1,1,1,2,2,2,2
"R_2zzHKwt8sTco9Ch",2,23,3,1,2,0,NA,1,3,2,1,1,2,1,2,1,2,2,1,2,2,3,2,1,1,2,1,1
"R_2zzHKwt8sTco9Ch",2,23,3,1,2,0,NA,2,2,1,2,2,2,3,1,1,3,2,1,3,1,2,3,2,1,4,1,1
"R_2zzHKwt8sTco9Ch",2,23,3,1,2,0,NA,3,2,1,1,1,3,2,1,2,3,1,1,2,2,3,2,1,2,4,1,3
"R_2zzHKwt8sTco9Ch",2,23,3,1,2,0,NA,4,2,2,1,1,2,3,2,1,1,2,2,2,1,1,2,2,1,1,3,1
"R_3LYZ1anVsWW3qOs",2,43,3,1,1,1,NA,1,1,1,2,1,3,3,1,2,2,1,3,2,2,3,3,1,1,3,2,3
"R_3LYZ1anVsWW3qOs",2,43,3,1,1,1,NA,2,3,1,2,1,3,2,1,2,1,1,3,3,2,3,2,2,1,3,3,4
"R_3LYZ1anVsWW3qOs",2,43,3,1,1,1,NA,3,3,2,2,1,3,2,1,2,4,1,3,2,2,3,2,2,1,2,1,2
"R_3LYZ1anVsWW3qOs",2,43,3,1,1,1,NA,4,1,2,1,2,3,1,2,1,2,2,1,3,3,3,3,1,1,1,2,3
"R_1ePomPNLqnSgJav",2,60,4,2,1,0,NA,1,2,2,2,1,2,1,1,1,2,1,2,2,1,3,2,2,1,2,3,1
"R_1ePomPNLqnSgJav",2,60,4,2,1,0,NA,2,1,1,1,2,2,3,2,2,1,2,3,1,3,1,1,1,3,4,1,4
"R_1ePomPNLqnSgJav",2,60,4,2,1,0,NA,3,2,1,2,2,3,2,1,1,4,2,1,3,4,4,3,1,2,3,2,2
"R_1ePomPNLqnSgJav",2,60,4,2,1,0,NA,4,2,2,2,1,1,1,2,2,3,1,2,1,2,2,2,2,7,4,1,3
"R_27vDru5tIzgDKHI",1,34,5,4,1,1,NA,1,2,1,2,1,2,3,1,2,1,2,3,3,1,3,2,1,1,4,2,3
"R_27vDru5tIzgDKHI",1,34,5,4,1,1,NA,2,2,1,1,2,2,3,1,2,4,1,3,3,2,1,1,1,1,1,2,2
"R_27vDru5tIzgDKHI",1,34,5,4,1,1,NA,3,3,1,1,2,3,2,1,2,4,1,3,3,2,4,2,1,1,2,2,2
"R_27vDru5tIzgDKHI",1,34,5,4,1,1,NA,4,2,2,1,1,2,2,1,2,3,1,2,3,1,3,2,1,1,3,1,1
"R_33rI4DNR5kdWz2E",1,35,5,4,1,1,NA,1,3,1,1,2,2,3,1,1,3,1,2,2,2,2,2,1,7,1,3,3
"R_33rI4DNR5kdWz2E",1,35,5,4,1,1,NA,2,3,2,2,1,2,2,1,2,1,2,3,3,1,3,2,1,1,4,2,3
"R_33rI4DNR5kdWz2E",1,35,5,4,1,1,NA,3,2,2,1,2,2,3,1,1,1,2,2,2,2,3,2,2,1,4,1,2
"R_33rI4DNR5kdWz2E",1,35,5,4,1,1,NA,4,3,1,2,1,2,2,2,2,3,1,3,2,4,3,2,1,2,2,2,4
"R_BYC8So6hdYymRs5",1,36,4,2,3,NA,0,1,1,2,1,2,2,1,1,1,3,2,1,2,1,2,2,1,1,3,3,1
"R_BYC8So6hdYymRs5",1,36,4,2,3,NA,0,2,3,2,2,2,2,3,1,1,2,2,1,2,2,3,2,2,1,1,1,3
"R_BYC8So6hdYymRs5",1,36,4,2,3,NA,0,3,2,1,1,1,2,1,2,2,1,1,3,1,3,1,1,1,1,4,3,2
"R_BYC8So6hdYymRs5",1,36,4,2,3,NA,0,4,3,2,2,1,2,2,1,1,4,2,2,2,1,4,3,2,1,2,1,4
"R_2dFPModF8GIP44h",2,21,1,1,4,NA,1,1,1,1,2,1,1,3,2,2,2,1,1,1,4,1,3,2,2,1,1,2
"R_2dFPModF8GIP44h",2,21,1,1,4,NA,1,2,3,1,1,2,1,1,2,1,2,2,2,2,3,2,3,2,2,2,3,1
"R_2dFPModF8GIP44h",2,21,1,1,4,NA,1,3,3,1,2,2,1,2,2,1,4,2,1,2,3,1,2,1,7,2,3,3
"R_2dFPModF8GIP44h",2,21,1,1,4,NA,1,4,2,2,2,2,1,1,1,1,2,1,1,1,3,1,3,2,2,4,3,1
"R_6JMIKsEhibIZKWl",1,25,3,2,2,1,NA,1,2,2,2,2,3,3,1,1,4,2,1,3,2,4,2,1,1,1,2,1
"R_6JMIKsEhibIZKWl",1,25,3,2,2,1,NA,2,3,2,2,1,3,2,1,1,4,2,2,2,2,4,2,1,1,3,3,4
"R_6JMIKsEhibIZKWl",1,25,3,2,2,1,NA,3,3,2,2,1,3,3,1,2,4,2,2,2,2,4,2,1,1,2,3,2
"R_6JMIKsEhibIZKWl",1,25,3,2,2,1,NA,4,3,2,1,2,2,2,1,2,4,2,2,2,2,3,2,1,1,3,1,2
"R_2rVm0GUHVbQCL5L",2,29,5,4,3,NA,0,1,2,2,2,1,3,3,1,2,4,1,1,3,2,3,2,1,1,1,2,1
"R_2rVm0GUHVbQCL5L",2,29,5,4,3,NA,0,2,3,2,1,1,3,2,1,1,2,2,1,2,2,3,2,2,1,3,3,3
"R_2rVm0GUHVbQCL5L",2,29,5,4,3,NA,0,3,1,2,2,1,3,1,1,2,4,1,2,3,2,2,2,1,1,2,2,1
"R_2rVm0GUHVbQCL5L",2,29,5,4,3,NA,0,4,3,2,2,1,3,3,2,2,3,1,1,3,2,4,2,1,2,2,2,2
"R_31TT6TOqdjb0uhg",2,20,3,2,3,NA,1,1,1,2,1,1,3,3,1,2,1,1,3,2,2,3,2,1,1,1,1,2
"R_31TT6TOqdjb0uhg",2,20,3,2,3,NA,1,2,3,2,1,1,3,2,1,2,4,2,2,3,1,4,2,2,1,1,2,2
"R_31TT6TOqdjb0uhg",2,20,3,2,3,NA,1,3,1,1,1,2,3,2,2,1,3,2,2,2,2,2,2,1,1,3,2,4
"R_31TT6TOqdjb0uhg",2,20,3,2,3,NA,1,4,1,1,1,1,3,2,1,2,2,1,3,1,2,3,2,1,1,3,3,3
"R_3WdBVPLRLZm0mB3",1,46,6,3,2,0,NA,1,3,2,1,2,2,2,1,1,3,2,1,2,1,3,2,1,1,2,1,2
"R_3WdBVPLRLZm0mB3",1,46,6,3,2,0,NA,2,3,1,1,2,2,2,1,1,1,2,2,2,1,3,2,1,1,1,1,3
"R_3WdBVPLRLZm0mB3",1,46,6,3,2,0,NA,3,1,2,2,2,2,2,1,1,4,2,1,2,1,3,2,2,1,3,1,3
"R_3WdBVPLRLZm0mB3",1,46,6,3,2,0,NA,4,1,2,2,2,2,2,1,1,1,2,1,2,1,3,2,2,1,4,2,4
"R_3qK9gIEuCpaDgmJ",1,39,6,3,2,1,NA,1,3,1,1,1,3,2,1,2,2,1,3,1,1,2,3,1,1,1,3,1
"R_3qK9gIEuCpaDgmJ",1,39,6,3,2,1,NA,2,2,1,1,1,2,1,1,2,3,1,2,1,3,3,2,1,1,4,2,3
"R_3qK9gIEuCpaDgmJ",1,39,6,3,2,1,NA,3,1,1,2,2,2,3,1,1,4,2,1,2,4,2,2,2,1,2,1,4
"R_3qK9gIEuCpaDgmJ",1,39,6,3,2,1,NA,4,3,2,2,1,2,3,1,2,4,1,2,2,1,2,3,2,1,4,2,1
"R_bgtSJKOVjqp84c9",2,55,6,4,1,0,NA,1,2,2,1,1,2,3,1,2,2,1,3,2,3,3,2,1,1,4,1,1
"R_bgtSJKOVjqp84c9",2,55,6,4,1,0,NA,2,2,2,1,1,2,3,1,2,1,1,3,2,3,3,2,1,1,4,1,1
"R_bgtSJKOVjqp84c9",2,55,6,4,1,0,NA,3,2,2,2,2,3,2,2,1,4,2,2,3,2,4,2,2,2,2,2,3
"R_bgtSJKOVjqp84c9",2,55,6,4,1,0,NA,4,2,1,2,1,3,3,2,2,2,1,3,3,1,2,3,1,3,1,3,2
"R_3elvvsTKsQ33Ybl",2,35,5,3,3,NA,0,1,2,1,2,2,2,1,1,1,2,2,1,1,1,4,2,1,1,1,1,1
"R_3elvvsTKsQ33Ybl",2,35,5,3,3,NA,0,2,1,2,2,1,2,1,1,2,4,2,1,1,1,2,1,1,1,4,2,3
"R_3elvvsTKsQ33Ybl",2,35,5,3,3,NA,0,3,3,2,1,1,3,3,1,2,3,1,1,2,3,2,1,1,1,1,1,3
"R_3elvvsTKsQ33Ybl",2,35,5,3,3,NA,0,4,2,1,2,2,2,2,1,1,2,2,1,2,1,4,3,2,1,2,2,2
"R_3lLfTsroJUla7Sh",2,28,5,4,2,0,NA,1,3,2,2,1,2,1,1,2,3,2,1,2,1,3,2,1,1,3,2,3
"R_3lLfTsroJUla7Sh",2,28,5,4,2,0,NA,2,1,2,1,2,2,1,2,2,2,2,2,1,1,3,2,1,1,2,1,2
"R_3lLfTsroJUla7Sh",2,28,5,4,2,0,NA,3,1,1,1,1,3,3,1,2,3,1,3,2,1,3,2,1,2,4,1,4
"R_3lLfTsroJUla7Sh",2,28,5,4,2,0,NA,4,3,1,2,1,2,3,1,2,1,2,3,1,2,3,2,1,1,2,2,2
"R_0OIWjZnG8P1GG1b",2,52,3,5,2,0,NA,1,3,2,1,1,3,3,2,2,1,1,2,2,2,3,2,1,1,4,2,4
"R_0OIWjZnG8P1GG1b",2,52,3,5,2,0,NA,2,1,1,1,2,3,2,1,1,3,2,1,2,2,3,3,1,1,1,1,3
"R_0OIWjZnG8P1GG1b",2,52,3,5,2,0,NA,3,1,1,2,1,2,3,1,2,2,2,2,2,1,2,3,2,1,1,3,3
"R_0OIWjZnG8P1GG1b",2,52,3,5,2,0,NA,4,2,1,1,1,2,1,2,2,2,1,2,3,2,3,2,1,1,3,2,2
"R_27kbEGPGt3tE9ro",1,34,2,5,1,0,NA,1,2,1,2,1,3,1,1,2,1,1,2,3,1,4,2,1,1,2,3,4
"R_27kbEGPGt3tE9ro",1,34,2,5,1,0,NA,2,1,2,2,2,3,1,1,1,4,2,2,3,1,4,2,1,1,1,2,3
"R_27kbEGPGt3tE9ro",1,34,2,5,1,0,NA,3,1,1,2,1,3,1,1,2,3,1,2,3,1,4,2,1,1,3,3,1
"R_27kbEGPGt3tE9ro",1,34,2,5,1,0,NA,4,3,2,1,1,3,1,2,2,2,1,3,2,3,1,3,1,1,4,3,3
"R_2rUf9qIzoCVKfL3",1,33,6,4,1,0,NA,1,2,1,1,2,2,3,1,2,3,1,2,2,2,3,2,1,1,4,1,1
"R_2rUf9qIzoCVKfL3",1,33,6,4,1,0,NA,2,1,1,1,1,2,1,2,2,2,1,3,1,3,2,3,1,7,2,3,3
"R_2rUf9qIzoCVKfL3",1,33,6,4,1,0,NA,3,3,1,1,1,2,2,1,2,2,1,3,2,1,3,1,2,1,1,3,3
"R_2rUf9qIzoCVKfL3",1,33,6,4,1,0,NA,4,1,2,2,2,3,2,1,1,3,2,1,3,1,4,3,1,1,2,1,2
"R_30j9Uhrcefn3YuI",1,28,6,3,2,0,NA,1,1,1,2,1,2,1,1,1,2,1,2,2,2,3,2,1,1,2,1,4
"R_30j9Uhrcefn3YuI",1,28,6,3,2,0,NA,2,1,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,2,1
"R_30j9Uhrcefn3YuI",1,28,6,3,2,0,NA,3,2,1,2,1,2,2,1,1,3,1,2,2,2,3,2,1,1,3,3,3
"R_30j9Uhrcefn3YuI",1,28,6,3,2,0,NA,4,2,2,2,1,2,1,1,1,2,1,2,2,1,2,2,1,1,4,3,1
"R_V3DFCZVFKhCya89",2,49,6,4,2,1,NA,1,1,1,1,2,3,3,1,1,2,2,2,2,2,3,2,2,1,3,1,2
"R_V3DFCZVFKhCya89",2,49,6,4,2,1,NA,2,1,2,2,2,2,2,2,1,2,2,1,2,1,2,3,2,1,1,1,1
"R_V3DFCZVFKhCya89",2,49,6,4,2,1,NA,3,3,1,1,2,2,1,1,1,1,2,1,1,4,2,2,2,1,4,2,2
"R_V3DFCZVFKhCya89",2,49,6,4,2,1,NA,4,2,1,2,2,3,1,1,1,4,2,1,3,2,3,2,1,1,1,2,4
"R_3OjBAdZUPSCFJUk",1,29,6,2,2,1,NA,1,2,1,1,1,2,3,2,2,4,1,3,2,3,3,2,1,1,3,1,4
"R_3OjBAdZUPSCFJUk",1,29,6,2,2,1,NA,2,3,2,1,1,3,1,1,1,3,1,2,3,2,4,2,2,2,2,3,2
"R_3OjBAdZUPSCFJUk",1,29,6,2,2,1,NA,3,2,2,1,1,1,1,1,1,2,1,3,2,4,4,3,1,7,4,2,1
"R_3OjBAdZUPSCFJUk",1,29,6,2,2,1,NA,4,2,1,2,1,2,2,1,2,1,1,2,3,1,3,2,2,1,1,1,3
"R_3LdOlQD4T4Wryfd",2,23,5,2,3,NA,-1,1,1,2,2,1,3,3,1,1,3,2,2,2,2,3,2,1,2,3,1,1
"R_3LdOlQD4T4Wryfd",2,23,5,2,3,NA,-1,2,3,1,2,2,3,2,1,1,2,2,1,3,2,4,3,2,1,4,2,3
"R_3LdOlQD4T4Wryfd",2,23,5,2,3,NA,-1,3,1,1,1,2,2,1,2,2,4,1,2,1,1,2,3,1,1,1,3,2
"R_3LdOlQD4T4Wryfd",2,23,5,2,3,NA,-1,4,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,1,7,2,2,3
"R_1dojEBtFUHrpF9a",1,47,6,5,2,0,NA,1,3,2,1,1,2,1,1,2,3,1,2,2,1,2,2,2,1,1,3,2
"R_1dojEBtFUHrpF9a",1,47,6,5,2,0,NA,2,1,2,1,1,2,3,2,2,4,1,2,1,1,2,2,1,2,3,1,1
"R_1dojEBtFUHrpF9a",1,47,6,5,2,0,NA,3,3,1,2,1,2,2,1,1,2,2,2,2,2,3,2,2,1,4,3,1
"R_1dojEBtFUHrpF9a",1,47,6,5,2,0,NA,4,1,2,1,1,1,1,2,2,1,1,2,1,3,1,1,1,7,3,3,4
"R_3GlDN1xGBJMZKXp",2,32,5,3,2,1,NA,1,1,1,2,1,1,2,1,1,3,1,2,2,1,4,2,2,1,1,2,2
