choice_set,item,n_choices,n_chosen,cp,n_weeks_offered
"[0,1,2,3,4,5,6,7,8,10,11,13,14,15,17,19,20,21,22,23,24,25,32,33,37,38,39,40,44,46,47,49,50,51,52,56,57,58,60,69,72,73,75,77,85,92,117,150,168]",23,104,2,0.0192307692307692,1
"[0,1,2,3,4,5,6,7,8,10,11,13,14,15,17,19,20,21,22,23,24,25,32,33,37,38,39,40,44,46,47,49,50,51,52,56,57,58,60,69,72,73,75,77,85,92,117,150,168]",24,104,1,0.00961538461538462,1
"[0,1,2,3,4,5,6,7,8,10,11,13,14,15,17,19,20,21,22,23,24,25,32,33,37,38,39,40,44,46,47,49,50,51,52,56,57,58,60,69,72,73,75,77,85,92,117,150,168]",25,104,2,0.0192307692307692,1
"[0,1,2,3,4,5,6,7,8,10,11,13,14,15,17,19,20,21,22,23,24,25,32,33,37,38,39,40,44,46,47,49,50,51,52,56,57,58,60,69,72,73,75,77,85,92,117,150,168]",32,104,1,0.00961538461538462,1
"[0,1,2,3,4,5,6,7,8,10,11,13,14,15,17,19,20,21,22,23,24,25,32,33,37,38,39,40,44,46,47,49,50,51,52,56,57,58,60,69,72,73,75,77,85,92,117,150,168]",33,104,3,0.0288461538461538,1
"[0,1,2,3,4,5,6,7,8,10,11,13,14,15,17,19,20,21,22,23,24,25,32,33,37,38,39,40,44,46,47,49,50,51,52,56,57,58,60,69,72,73,75,77,85,92,117,150,168]",37,104,1,0.00961538461538462,1
"[0,1,2,3,4,5,6,7,8,10,11,13,14,15,17,19,20,21,22,23,24,25,32,33,37,38,39,40,44,46,47,49,50,51,52,56,57,58,60,69,72,73,75,77,85,92,117,150,168]",38,104,1,0.00961538461538462,1
"[0,1,2,3,4,5,6,7,8,10,11,13,14,15,17,19,20,21,22,23,24,25,32,33,37,38,39,40,44,46,47,49,50,51,52,56,57,58,60,69,72,73,75,77,85,92,117,150,168]",39,104,1,0.00961538461538462,1
"[0,1,2,3,4,5,6,7,8,10,11,13,14,15,17,19,20,21,22,23,24,25,32,33,37,38,39,40,44,46,47,49,50,51,52,56,57,58,60,69,72,73,75,77,85,92,117,150,168]",40,104,3,0.0288461538461538,1
"[0,1,2,3,4,5,6,7,8,10,11,13,14,15,17,19,20,21,22,23,24,25,32,33,37,38,39,40,44,46,47,49,50,51,52,56,57,58,60,69,72,73,75,77,85,92,117,150,168]",44,104,1,0.00961538461538462,1
"[0,1,2,3,4,5,6,7,8,10,11,13,14,15,17,19,20,21,22,23,24,25,32,33,37,38,39,40,44,46,47,49,50,51,52,56,57,58,60,69,72,73,75,77,85,92,117,150,168]",46,104,2,0.0192307692307692,1
"[0,1,2,3,4,5,6,7,8,10,11,13,14,15,17,19,20,21,22,23,24,25,32,33,37,38,39,40,44,46,47,49,50,51,52,56,57,58,60,69,72,73,75,77,85,92,117,150,168]",47,104,2,0.0192307692307692,1
"[0,1,2,3,4,5,6,7,8,10,11,13,14,15,17,19,20,21,22,23,24,25,32,33,37,38,39,40,44,46,47,49,50,51,52,56,57,58,60,69,72,73,75,77,85,92,117,150,168]",49,104,1,0.00961538461538462,1
"[0,1,2,3,4,5,6,7,8,10,11,13,14,15,17,19,20,21,22,23,24,25,32,33,37,38,39,40,44,46,47,49,50,51,52,56,57,58,60,69,72,73,75,77,85,92,117,150,168]",50,104,2,0.0192307692307692,1
"[0,1,2,3,4,5,6,7,8,10,11,13,14,15,17,19,20,21,22,23,24,25,32,33,37,38,39,40,44,46,47,49,50,51,52,56,57,58,60,69,72,73,75,77,85,92,117,150,168]",51,104,2,0.0192307692307692,1
"[0,1,2,3,4,5,6,7,8,10,11,13,14,15,17,19,20,21,22,23,24,25,32,33,37,38,39,40,44,46,47,49,50,51,52,56,57,58,60,69,72,73,75,77,85,92,117,150,168]",52,104,3,0.0288461538461538,1
"[0,1,2,3,4,5,6,7,8,10,11,13,14,15,17,19,20,21,22,23,24,25,32,33,37,38,39,40,44,46,47,49,50,51,52,56,57,58,60,69,72,73,75,77,85,92,117,150,168]",56,104,2,0.0192307692307692,1
"[0,1,2,3,4,5,6,7,8,10,11,13,14,15,17,19,20,21,22,23,24,25,32,33,37,38,39,40,44,46,47,49,50,51,52,56,57,58,60,69,72,73,75,77,85,92,117,150,168]",57,104,1,0.00961538461538462,1
"[0,1,2,3,4,5,6,7,8,10,11,13,14,15,17,19,20,21,22,23,24,25,32,33,37,38,39,40,44,46,47,49,50,51,52,56,57,58,60,69,72,73,75,77,85,92,117,150,168]",58,104,1,0.00961538461538462,1
"[0,1,2,3,4,5,6,7,8,10,11,13,14,15,17,19,20,21,22,23,24,25,32,33,37,38,39,40,44,46,47,49,50,51,52,56,57,58,60,69,72,73,75,77,85,92,117,150,168]",60,104,4,0.0384615384615385,1
"[0,1,2,3,4,5,6,7,8,10,11,13,14,15,17,19,20,21,22,23,24,25,32,33,37,38,39,40,44,46,47,49,50,51,52,56,57,58,60,69,72,73,75,77,85,92,117,150,168]",69,104,1,0.00961538461538462,1
"[0,1,2,3,4,5,6,7,8,10,11,13,14,15,17,19,20,21,22,23,24,25,32,33,37,38,39,40,44,46,47,49,50,51,52,56,57,58,60,69,72,73,75,77,85,92,117,150,168]",72,104,1,0.00961538461538462,1
"[0,1,2,3,4,5,6,7,8,10,11,13,14,15,17,19,20,21,22,23,24,25,32,33,37,38,39,40,44,46,47,49,50,51,52,56,57,58,60,69,72,73,75,77,85,92,117,150,168]",73,104,2,0.0192307692307692,1
"[0,1,2,3,4,5,6,7,8,10,11,13,14,15,17,19,20,21,22,23,24,25,32,33,37,38,39,40,44,46,47,49,50,51,52,56,57,58,60,69,72,73,75,77,85,92,117,150,168]",75,104,4,0.0384615384615385,1
"[0,1,2,3,4,5,6,7,8,10,11,13,14,15,17,19,20,21,22,23,24,25,32,33,37,38,39,40,44,46,47,49,50,51,52,56,57,58,60,69,72,73,75,77,85,92,117,150,168]",77,104,1,0.00961538461538462,1
"[0,1,2,3,4,5,6,7,8,10,11,13,14,15,17,19,20,21,22,23,24,25,32,33,37,38,39,40,44,46,47,49,50,51,52,56,57,58,60,69,72,73,75,77,85,92,117,150,168]",85,104,1,0.00961538461538462,1
"[0,1,2,3,4,5,6,7,8,10,11,13,14,15,17,19,20,21,22,23,24,25,32,33,37,38,39,40,44,46,47,49,50,51,52,56,57,58,60,69,72,73,75,77,85,92,117,150,168]",92,104,1,0.00961538461538462,1
"[0,1,2,3,4,5,6,7,8,10,11,13,14,15,17,19,20,21,22,23,24,25,32,33,37,38,39,40,44,46,47,49,50,51,52,56,57,58,60,69,72,73,75,77,85,92,117,150,168]",117,104,2,0.0192307692307692,1
"[0,1,2,3,4,5,6,7,8,10,11,13,14,15,17,19,20,21,22,23,24,25,32,33,37,38,39,40,44,46,47,49,50,51,52,56,57,58,60,69,72,73,75,77,85,92,117,150,168]",150,104,1,0.00961538461538462,1
"[0,1,2,3,4,5,6,7,8,10,11,13,14,15,17,19,20,21,22,23,24,25,32,33,37,38,39,40,44,46,47,49,50,51,52,56,57,58,60,69,72,73,75,77,85,92,117,150,168]",168,104,1,0.00961538461538462,1
"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,26,27,28,29,31,33,35,37,39,42,44,47,49,51,52,55,56,58,59,65,69,70,72,73,75,77,82,85,93,98,114,126]",0,174,6,0.0344827586206897,1
"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,26,27,28,29,31,33,35,37,39,42,44,47,49,51,52,55,56,58,59,65,69,70,72,73,75,77,82,85,93,98,114,126]",1,174,3,0.0172413793103448,1
"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,26,27,28,29,31,33,35,37,39,42,44,47,49,51,52,55,56,58,59,65,69,70,72,73,75,77,82,85,93,98,114,126]",2,174,3,0.0172413793103448,1
