"","choice_probability","set_alt1","set_al2","alt"
"68",0.48,6,9,9
"69",0.6,7,9,7
"70",0.4,7,9,9
"71",0.411764705882353,8,9,8
"72",0.588235294117647,8,9,9
"73",0.423076923076923,1,10,1
"74",0.576923076923077,1,10,10
"75",0.355263157894737,2,10,2
"76",0.644736842105263,2,10,10
"77",0.303571428571429,3,10,3
"78",0.696428571428571,3,10,10
"79",0.288461538461538,4,10,4
"80",0.711538461538462,4,10,10
"81",0.547619047619048,5,10,5
"82",0.452380952380952,5,10,10
"83",0.431034482758621,6,10,6
"84",0.568965517241379,6,10,10
"85",0.448275862068966,7,10,7
"86",0.551724137931034,7,10,10
"87",0.557692307692308,8,10,8
"88",0.442307692307692,8,10,10
"89",0.520833333333333,9,10,9
"90",0.479166666666667,9,10,10
"91",0.333333333333333,1,11,1
"92",0.666666666666667,1,11,11
"93",0.204545454545455,2,11,2
"94",0.795454545454545,2,11,11
"95",0.359375,3,11,3
"96",0.640625,3,11,11
"97",0.425925925925926,4,11,4
"98",0.574074074074074,4,11,11
"99",0.453125,5,11,5
"100",0.546875,5,11,11
"101",0.666666666666667,6,11,6
"102",0.333333333333333,6,11,11
"103",0.5625,7,11,7
"104",0.4375,7,11,11
"105",0.538461538461538,8,11,8
"106",0.461538461538462,8,11,11
"107",0.65,9,11,9
"108",0.35,9,11,11
"109",0.48,10,11,10
"110",0.52,10,11,11
"111",0.24,1,12,1
"112",0.76,1,12,12
"113",0.405405405405405,2,12,2
"114",0.594594594594595,2,12,12
"115",0.203703703703704,3,12,3
"116",0.796296296296296,3,12,12
"117",0.4375,4,12,4
"118",0.5625,4,12,12
"119",0.446428571428571,5,12,5
"120",0.553571428571429,5,12,12
"121",0.346153846153846,6,12,6
"122",0.653846153846154,6,12,12
"123",0.538461538461538,7,12,7
"124",0.461538461538462,7,12,12
"125",0.548387096774194,8,12,8
"126",0.451612903225806,8,12,12
"127",0.395833333333333,9,12,9
"128",0.604166666666667,9,12,12
"129",0.62962962962963,10,12,10
"130",0.37037037037037,10,12,12
"131",0.517241379310345,11,12,11
"132",0.482758620689655,11,12,12
"133",0.204545454545455,1,13,1
"134",0.795454545454545,1,13,13
"135",0.307692307692308,2,13,2
"136",0.692307692307692,2,13,13
"137",0.368421052631579,3,13,3
"138",0.631578947368421,3,13,13
"139",0.277777777777778,4,13,4
"140",0.722222222222222,4,13,13
"141",0.370967741935484,5,13,5
"142",0.629032258064516,5,13,13
"143",0.258620689655172,6,13,6
"144",0.741379310344828,6,13,13
"145",0.4,7,13,7
"146",0.6,7,13,13
"147",0.391304347826087,8,13,8
"148",0.608695652173913,8,13,13
"149",0.340909090909091,9,13,9
"150",0.659090909090909,9,13,13
"151",0.348484848484849,10,13,10
"152",0.651515151515151,10,13,13
"153",0.5,11,13,11
"154",0.5,11,13,13
"155",0.35,12,13,12
"156",0.65,12,13,13
"157",0.339285714285714,1,14,1
"158",0.660714285714286,1,14,14
"159",0.4,2,14,2
"160",0.6,2,14,14
"161",0.266666666666667,3,14,3
"162",0.733333333333333,3,14,14
"163",0.185185185185185,4,14,4
"164",0.814814814814815,4,14,14
"165",0.211538461538462,5,14,5
"166",0.788461538461538,5,14,14
"167",0.261904761904762,6,14,6
"168",0.738095238095238,6,14,14
"169",0.464285714285714,7,14,7
"170",0.535714285714286,7,14,14
"171",0.451612903225806,8,14,8
"172",0.548387096774194,8,14,14
"173",0.274193548387097,9,14,9
"174",0.725806451612903,9,14,14
"175",0.232142857142857,10,14,10
"176",0.767857142857143,10,14,14
"177",0.435483870967742,11,14,11
"178",0.564516129032258,11,14,14
"179",0.384615384615385,12,14,12
"180",0.615384615384615,12,14,14
"181",0.551724137931034,13,14,13
"182",0.448275862068966,13,14,14
"183",0.388888888888889,1,15,1
"184",0.611111111111111,1,15,15
"185",0.175,2,15,2
"186",0.825,2,15,15
"187",0.285714285714286,3,15,3
"188",0.714285714285714,3,15,15
"189",0.277777777777778,4,15,4
"190",0.722222222222222,4,15,15
"191",0.433333333333333,5,15,5
"192",0.566666666666667,5,15,15
"193",0.34,6,15,6
"194",0.66,6,15,15
"195",0.314814814814815,7,15,7
"196",0.685185185185185,7,15,15
"197",0.340909090909091,8,15,8
"198",0.659090909090909,8,15,15
"199",0.296296296296296,9,15,9
"200",0.703703703703704,9,15,15
"201",0.276315789473684,10,15,10
"202",0.723684210526316,10,15,15
"203",0.306451612903226,11,15,11
"204",0.693548387096774,11,15,15
"205",0.279411764705882,12,15,12
"206",0.720588235294118,12,15,15
"207",0.441176470588235,13,15,13
"208",0.558823529411765,13,15,15
"209",0.648148148148148,14,15,14
"210",0.351851851851852,14,15,15
"211",0.263157894736842,1,16,1
"212",0.736842105263158,1,16,16
"213",0.30952380952381,2,16,2
"214",0.69047619047619,2,16,16
"215",0.388888888888889,3,16,3
"216",0.611111111111111,3,16,16
"217",0.290322580645161,4,16,4
"218",0.709677419354839,4,16,16
"219",0.370967741935484,5,16,5
"220",0.629032258064516,5,16,16
"221",0.375,6,16,6
"222",0.625,6,16,16
"223",0.456521739130435,7,16,7
"224",0.543478260869565,7,16,16
"225",0.310344827586207,8,16,8
"226",0.689655172413793,8,16,16
"227",0.392857142857143,9,16,9
"228",0.607142857142857,9,16,16
"229",0.428571428571429,10,16,10
"230",0.571428571428571,10,16,16
"231",0.390625,11,16,11
"232",0.609375,11,16,16
"233",0.25,12,16,12
"234",0.75,12,16,16
"235",0.473684210526316,13,16,13
"236",0.526315789473684,13,16,16
"237",0.482142857142857,14,16,14
"238",0.517857142857143,14,16,16
"239",0.485714285714286,15,16,15
"240",0.514285714285714,15,16,16
"241",0.604166666666667,1,17,1
"242",0.395833333333333,1,17,17
"243",0.597222222222222,2,17,2
"244",0.402777777777778,2,17,17
"245",0.703703703703704,3,17,3
"246",0.296296296296296,3,17,17
"247",0.555555555555556,4,17,4
"248",0.444444444444444,4,17,17
"249",0.636363636363636,5,17,5
"250",0.363636363636364,5,17,17
"251",0.763157894736842,6,17,6
"252",0.236842105263158,6,17,17
"253",0.823529411764706,7,17,7
"254",0.176470588235294,7,17,17
"255",0.91304347826087,8,17,8
"256",0.0869565217391305,8,17,17
"257",0.72,9,17,9
"258",0.28,9,17,17
"259",0.758064516129032,10,17,10
"260",0.241935483870968,10,17,17
"261",0.854166666666667,11,17,11
"262",0.145833333333333,11,17,17
"263",0.791666666666667,12,17,12
"264",0.208333333333333,12,17,17
"265",0.9,13,17,13
"266",0.1,13,17,17
"267",0.865384615384615,14,17,14
"268",0.134615384615385,14,17,17
"269",0.804347826086957,15,17,15
"270",0.195652173913043,15,17,17
"271",0.796875,16,17,16
"272",0.203125,16,17,17
"273",0.571428571428571,1,18,1
"274",0.428571428571429,1,18,18
"275",0.625,2,18,2
"276",0.375,2,18,18
"277",0.8,3,18,3
"278",0.2,3,18,18
"279",0.741935483870968,4,18,4
"280",0.258064516129032,4,18,18
"281",0.716666666666667,5,18,5
"282",0.283333333333333,5,18,18
"283",0.692307692307692,6,18,6
"284",0.307692307692308,6,18,18
"285",0.946428571428571,7,18,7
"286",0.0535714285714286,7,18,18
"287",0.779411764705882,8,18,8
"288",0.220588235294118,8,18,18
"289",0.793103448275862,9,18,9
"290",0.206896551724138,9,18,18
"291",0.82258064516129,10,18,10
"292",0.17741935483871,10,18,18
"293",0.666666666666667,11,18,11
"294",0.333333333333333,11,18,18
"295",0.91304347826087,12,18,12
"296",0.0869565217391305,12,18,18
"297",0.75,13,18,13
"298",0.25,13,18,18
"299",0.68,14,18,14
"300",0.32,14,18,18
"301",0.730769230769231,15,18,15
"302",0.269230769230769,15,18,18
"303",0.756756756756757,16,18,16
"304",0.243243243243243,16,18,18
"305",0.458333333333333,17,18,17
"306",0.541666666666667,17,18,18
"307",0.589285714285714,1,19,1
"308",0.410714285714286,1,19,19
"309",0.733333333333333,2,19,2
"310",0.266666666666667,2,19,19
"311",0.629032258064516,3,19,3
"312",0.370967741935484,3,19,19
"313",0.66,4,19,4
"314",0.34,4,19,19
"315",0.887096774193548,5,19,5
"316",0.112903225806452,5,19,19
"317",0.804878048780488,6,19,6
"318",0.195121951219512,6,19,19
"319",0.758620689655172,7,19,7
"320",0.241379310344828,7,19,19
"321",0.760869565217391,8,19,8
"322",0.239130434782609,8,19,19
"323",0.666666666666667,9,19,9
"324",0.333333333333333,9,19,19
"325",0.6875,10,19,10
"326",0.3125,10,19,19
"327",0.729166666666667,11,19,11
"328",0.270833333333333,11,19,19
"329",0.729166666666667,12,19,12
"330",0.270833333333333,12,19,19
"331",0.865384615384615,13,19,13
"332",0.134615384615385,13,19,19
"333",0.886363636363636,14,19,14
"334",0.113636363636364,14,19,19
"335",0.970588235294118,15,19,15
"336",0.0294117647058824,15,19,19
"337",0.863636363636364,16,19,16
"338",0.136363636363636,16,19,19
"339",0.351851851851852,17,19,17
"340",0.648148148148148,17,19,19
"341",0.568965517241379,18,19,18
"342",0.431034482758621,18,19,19
"343",0.666666666666667,1,20,1
"344",0.333333333333333,1,20,20
"345",0.689655172413793,2,20,2
"346",0.310344827586207,2,20,20
"347",0.696428571428571,3,20,3
"348",0.303571428571429,3,20,20
"349",0.568965517241379,4,20,4
"350",0.431034482758621,4,20,20
"351",0.839285714285714,5,20,5
"352",0.160714285714286,5,20,20
"353",0.833333333333333,6,20,6
"354",0.166666666666667,6,20,20
"355",0.851851851851852,7,20,7
"356",0.148148148148148,7,20,20
"357",0.806451612903226,8,20,8
"358",0.193548387096774,8,20,20
"359",0.759259259259259,9,20,9
"360",0.240740740740741,9,20,20
"361",0.72,10,20,10
"362",0.28,10,20,20
"363",0.69047619047619,11,20,11
"364",0.30952380952381,11,20,20
"365",0.896551724137931,12,20,12
"366",0.103448275862069,12,20,20
"367",0.72,13,20,13
"368",0.28,13,20,20
"369",0.833333333333333,14,20,14
"370",0.166666666666667,14,20,20
"371",0.712121212121212,15,20,15
"372",0.287878787878788,15,20,20
"373",0.782608695652174,16,20,16
"374",0.217391304347826,16,20,20
"375",0.5,17,20,17
"376",0.5,17,20,20
"377",0.375,18,20,18
"378",0.625,18,20,20
"379",0.527027027027027,19,20,19
"380",0.472972972972973,19,20,20
"381",0.464285714285714,1,21,1
"382",0.535714285714286,1,21,21
"383",0.431818181818182,2,21,2
"384",0.568181818181818,2,21,21
"385",0.583333333333333,3,21,3
"386",0.416666666666667,3,21,21
"387",0.586206896551724,4,21,4
"388",0.413793103448276,4,21,21
"389",0.711538461538462,5,21,5
"390",0.288461538461538,5,21,21
"391",0.65625,6,21,6
"392",0.34375,6,21,21
"393",0.660714285714286,7,21,7
"394",0.339285714285714,7,21,21
"395",0.703703703703704,8,21,8
"396",0.296296296296296,8,21,21
"397",0.714285714285714,9,21,9
"398",0.285714285714286,9,21,21
"399",0.732142857142857,10,21,10
"400",0.267857142857143,10,21,21
"401",0.58695652173913,11,21,11
"402",0.41304347826087,11,21,21
"403",0.590909090909091,12,21,12
"404",0.409090909090909,12,21,21
"405",0.722222222222222,13,21,13
"406",0.277777777777778,13,21,21
"407",0.730769230769231,14,21,14
"408",0.269230769230769,14,21,21
"409",0.764705882352941,15,21,15
"410",0.235294117647059,15,21,21
"411",0.733333333333333,16,21,16
"412",0.266666666666667,16,21,21
"413",0.3,17,21,17
"414",0.7,17,21,21
"415",0.388888888888889,18,21,18
"416",0.611111111111111,18,21,21
"417",0.34375,19,21,19
"418",0.65625,19,21,21
"419",0.395833333333333,20,21,20
"420",0.604166666666667,20,21,21
"421",0.571428571428571,1,22,1
"422",0.428571428571429,1,22,22
"423",0.8,2,22,2
"424",0.2,2,22,22
"425",0.555555555555556,3,22,3
"426",0.444444444444444,3,22,22
"427",0.481481481481481,4,22,4
"428",0.518518518518519,4,22,22
"429",0.75,5,22,5
"430",0.25,5,22,22
"431",0.642857142857143,6,22,6
"432",0.357142857142857,6,22,22
"433",0.652173913043478,7,22,7
"434",0.347826086956522,7,22,22
"435",0.538461538461538,8,22,8
"436",0.461538461538462,8,22,22
"437",0.633333333333333,9,22,9
"438",0.366666666666667,9,22,22
"439",0.759259259259259,10,22,10
"440",0.240740740740741,10,22,22
"441",0.704545454545455,11,22,11
"442",0.295454545454545,11,22,22
"443",0.642857142857143,12,22,12
"444",0.357142857142857,12,22,22
"445",0.725,13,22,13
"446",0.275,13,22,22
"447",0.758064516129032,14,22,14
"448",0.241935483870968,14,22,22
"449",0.710526315789474,15,22,15
"450",0.289473684210526,15,22,22
"451",0.785714285714286,16,22,16
"452",0.214285714285714,16,22,22
"453",0.310344827586207,17,22,17
"454",0.689655172413793,17,22,22
"455",0.435483870967742,18,22,18
"456",0.564516129032258,18,22,22
"457",0.485294117647059,19,22,19
"458",0.514705882352941,19,22,22
"459",0.478260869565217,20,22,20
"460",0.521739130434783,20,22,22
"461",0.333333333333333,21,22,21
"462",0.666666666666667,21,22,22
"463",0.704545454545455,1,23,1
"464",0.295454545454545,1,23,23
"465",0.553571428571429,2,23,2
"466",0.446428571428571,2,23,23
"467",0.538461538461538,3,23,3
"468",0.461538461538462,3,23,23
"469",0.583333333333333,4,23,4
"470",0.416666666666667,4,23,23
"471",0.76,5,23,5
"472",0.24,5,23,23
"473",0.76,6,23,6
"474",0.24,6,23,23
"475",0.666666666666667,7,23,7
"476",0.333333333333333,7,23,23
"477",0.833333333333333,8,23,8
"478",0.166666666666667,8,23,23
"479",0.689655172413793,9,23,9
"480",0.310344827586207,9,23,23
"481",0.634615384615385,10,23,10
"482",0.365384615384615,10,23,23
"483",0.727272727272727,11,23,11
"484",0.272727272727273,11,23,23
"485",0.59375,12,23,12
"486",0.40625,12,23,23
"487",0.870967741935484,13,23,13
"488",0.129032258064516,13,23,23
"489",0.785714285714286,14,23,14
"490",0.214285714285714,14,23,23
"491",0.604166666666667,15,23,15
"492",0.395833333333333,15,23,23
"493",0.796296296296296,16,23,16
"494",0.203703703703704,16,23,23
"495",0.366666666666667,17,23,17
"496",0.633333333333333,17,23,23
"497",0.479166666666667,18,23,18
"498",0.520833333333333,18,23,23
"499",0.38,19,23,19
"500",0.62,19,23,23
"501",0.428571428571429,20,23,20
"502",0.571428571428571,20,23,23
"503",0.404761904761905,21,23,21
"504",0.595238095238095,21,23,23
"505",0.5,22,23,22
"506",0.5,22,23,23
"507",0.612903225806452,1,24,1
"508",0.387096774193548,1,24,24
"509",0.6875,2,24,2
"510",0.3125,2,24,24
"511",0.538461538461538,3,24,3
"512",0.461538461538462,3,24,24
"513",0.6,4,24,4
"514",0.4,4,24,24
"515",0.615384615384615,5,24,5
"516",0.384615384615385,5,24,24
"517",0.557142857142857,6,24,6
"518",0.442857142857143,6,24,24
"519",0.685185185185185,7,24,7
"520",0.314814814814815,7,24,24
"521",0.642857142857143,8,24,8
"522",0.357142857142857,8,24,24
"523",0.648148148148148,9,24,9
"524",0.351851851851852,9,24,24
"525",0.775862068965517,10,24,10
"526",0.224137931034483,10,24,24
"527",0.56,11,24,11
"528",0.44,11,24,24
"529",0.571428571428571,12,24,12
"530",0.428571428571429,12,24,24
"531",0.685185185185185,13,24,13
"532",0.314814814814815,13,24,24
"533",0.795454545454545,14,24,14
"534",0.204545454545455,14,24,24
"535",0.866666666666667,15,24,15
"536",0.133333333333333,15,24,24
"537",0.725,16,24,16
"538",0.275,16,24,24
"539",0.296296296296296,17,24,17
"540",0.703703703703704,17,24,24
"541",0.375,18,24,18
"542",0.625,18,24,24
"543",0.385714285714286,19,24,19
"544",0.614285714285714,19,24,24
"545",0.327586206896552,20,24,20
"546",0.672413793103448,20,24,24
"547",0.528571428571429,21,24,21
"548",0.471428571428571,21,24,24
"549",0.431034482758621,22,24,22
"550",0.568965517241379,22,24,24
"551",0.42,23,24,23
"552",0.58,23,24,24
"553",0.464285714285714,1,25,1
"554",0.535714285714286,1,25,25
"555",0.678571428571429,2,25,2
"556",0.321428571428571,2,25,25
"557",0.394736842105263,3,25,3
"558",0.605263157894737,3,25,25
"559",0.482142857142857,4,25,4
"560",0.517857142857143,4,25,25
"561",0.655172413793103,5,25,5
"562",0.344827586206897,5,25,25
"563",0.589285714285714,6,25,6
"564",0.410714285714286,6,25,25
"565",0.6875,7,25,7
"566",0.3125,7,25,25
"567",0.714285714285714,8,25,8
"568",0.285714285714286,8,25,25
"569",0.764705882352941,9,25,9
"570",0.235294117647059,9,25,25
"571",0.693548387096774,10,25,10
"572",0.306451612903226,10,25,25
"573",0.705128205128205,11,25,11
"574",0.294871794871795,11,25,25
"575",0.777777777777778,12,25,12
"576",0.222222222222222,12,25,25
"577",0.660714285714286,13,25,13
"578",0.339285714285714,13,25,25
"579",0.55,14,25,14
"580",0.45,14,25,25
"581",0.823529411764706,15,25,15
"582",0.176470588235294,15,25,25
"583",0.769230769230769,16,25,16
"584",0.230769230769231,16,25,25
"585",0.5,17,25,17
"586",0.5,17,25,25
"587",0.53125,18,25,18
"588",0.46875,18,25,25
"589",0.38,19,25,19
"590",0.62,19,25,25
"591",0.5,20,25,20
"592",0.5,20,25,25
"593",0.451612903225806,21,25,21
"594",0.548387096774194,21,25,25
"595",0.391304347826087,22,25,22
"596",0.608695652173913,22,25,25
"597",0.551724137931034,23,25,23
"598",0.448275862068966,23,25,25
"599",0.435483870967742,24,25,24
"600",0.564516129032258,24,25,25
"601",0.703703703703704,1,26,1
"602",0.296296296296296,1,26,26
"603",0.7,2,26,2
"604",0.3,2,26,26
"605",0.5625,3,26,3
"606",0.4375,3,26,26
"607",0.521739130434783,4,26,4
"608",0.478260869565217,4,26,26
"609",0.730769230769231,5,26,5
"610",0.269230769230769,5,26,26
"611",0.647058823529412,6,26,6
"612",0.352941176470588,6,26,26
"613",0.67948717948718,7,26,7
"614",0.32051282051282,7,26,26
"615",0.8125,8,26,8
"616",0.1875,8,26,26
"617",0.6,9,26,9
"618",0.4,9,26,26
"619",0.75,10,26,10
"620",0.25,10,26,26
"621",0.671052631578947,11,26,11
"622",0.328947368421053,11,26,26
"623",0.694444444444444,12,26,12
"624",0.305555555555556,12,26,26
"625",0.788461538461538,13,26,13
"626",0.211538461538462,13,26,26
"627",0.7,14,26,14
"628",0.3,14,26,26
"629",0.708333333333333,15,26,15
"630",0.291666666666667,15,26,26
"631",0.88,16,26,16
"632",0.12,16,26,26
"633",0.44,17,26,17
"634",0.56,17,26,26
"635",0.326923076923077,18,26,18
"636",0.673076923076923,18,26,26
"637",0.464285714285714,19,26,19
"638",0.535714285714286,19,26,26
"639",0.527777777777778,20,26,20
"640",0.472222222222222,20,26,26
"641",0.558823529411765,21,26,21
"642",0.441176470588235,21,26,26
"643",0.608695652173913,22,26,22
"644",0.391304347826087,22,26,26
"645",0.625,23,26,23
"646",0.375,23,26,26
"647",0.40625,24,26,24
"648",0.59375,24,26,26
"649",0.5,25,26,25
"650",0.5,25,26,26
"651",0.680555555555556,1,27,1
"652",0.319444444444444,1,27,27
"653",0.589285714285714,2,27,2
"654",0.410714285714286,2,27,27
"655",0.555555555555556,3,27,3
"656",0.444444444444444,3,27,27
"657",0.543478260869565,4,27,4
"658",0.456521739130435,4,27,27
"659",0.642857142857143,5,27,5
"660",0.357142857142857,5,27,27
"661",0.635135135135135,6,27,6
"662",0.364864864864865,6,27,27
"663",0.676470588235294,7,27,7
"664",0.323529411764706,7,27,27
"665",0.78,8,27,8
"666",0.22,8,27,27
"667",0.740740740740741,9,27,9
"668",0.259259259259259,9,27,27
"669",0.717391304347826,10,27,10
"670",0.282608695652174,10,27,27
"671",0.758064516129032,11,27,11
"672",0.241935483870968,11,27,27
"673",0.714285714285714,12,27,12
"674",0.285714285714286,12,27,27
"675",0.766666666666667,13,27,13
"676",0.233333333333333,13,27,27
"677",0.804347826086957,14,27,14
"678",0.195652173913043,14,27,27
"679",0.782608695652174,15,27,15
"680",0.217391304347826,15,27,27
"681",0.710526315789474,16,27,16
"682",0.289473684210526,16,27,27
"683",0.411764705882353,17,27,17
"684",0.588235294117647,17,27,27
"685",0.393939393939394,18,27,18
"686",0.606060606060606,18,27,27
"687",0.384615384615385,19,27,19
"688",0.615384615384615,19,27,27
"689",0.333333333333333,20,27,20
"690",0.666666666666667,20,27,27
"691",0.596153846153846,21,27,21
"692",0.403846153846154,21,27,27
"693",0.533333333333333,22,27,22
"694",0.466666666666667,22,27,27
"695",0.514285714285714,23,27,23
"696",0.485714285714286,23,27,27
"697",0.517857142857143,24,27,24
"698",0.482142857142857,24,27,27
"699",0.402777777777778,25,27,25
"700",0.597222222222222,25,27,27
"701",0.4375,26,27,26
"702",0.5625,26,27,27
"703",0.537037037037037,1,28,1
"704",0.462962962962963,1,28,28
"705",0.63235294117647,2,28,2
"706",0.367647058823529,2,28,28
"707",0.546875,3,28,3
"708",0.453125,3,28,28
"709",0.65,4,28,4
"710",0.35,4,28,28
"711",0.580645161290323,5,28,5
"712",0.419354838709677,5,28,28
"713",0.724137931034483,6,28,6
"714",0.275862068965517,6,28,28
"715",0.520833333333333,7,28,7
"716",0.479166666666667,7,28,28
"717",0.657142857142857,8,28,8
"718",0.342857142857143,8,28,28
"719",0.696969696969697,9,28,9
"720",0.303030303030303,9,28,28
"721",0.515151515151515,10,28,10
"722",0.484848484848485,10,28,28
"723",0.791666666666667,11,28,11
"724",0.208333333333333,11,28,28
"725",0.7,12,28,12
"726",0.3,12,28,28
"727",0.696428571428571,13,28,13
"728",0.303571428571429,13,28,28
"729",0.6875,14,28,14
"730",0.3125,14,28,28
"731",0.806451612903226,15,28,15
"732",0.193548387096774,15,28,28
"733",0.766666666666667,16,28,16
"734",0.233333333333333,16,28,28
"735",0.31578947368421,17,28,17
"736",0.68421052631579,17,28,28
"737",0.517241379310345,18,28,18
"738",0.482758620689655,18,28,28
"739",0.229166666666667,19,28,19
"740",0.770833333333333,19,28,28
"741",0.375,20,28,20
"742",0.625,20,28,28
"743",0.607142857142857,21,28,21
"744",0.392857142857143,21,28,28
"745",0.471428571428571,22,28,22
"746",0.528571428571429,22,28,28
"747",0.5,23,28,23
"748",0.5,23,28,28
"749",0.4375,24,28,24
"750",0.5625,24,28,28
"751",0.5,25,28,25
"752",0.5,25,28,28
"753",0.629032258064516,26,28,26
"754",0.370967741935484,26,28,28
"755",0.5,27,28,27
"756",0.5,27,28,28
"757",0.462962962962963,1,29,1
"758",0.537037037037037,1,29,29
"759",0.678571428571429,2,29,2
"760",0.321428571428571,2,29,29
"761",0.431034482758621,3,29,3
"762",0.568965517241379,3,29,29
"763",0.5625,4,29,4
"764",0.4375,4,29,29
"765",0.732142857142857,5,29,5
"766",0.267857142857143,5,29,29
"767",0.673913043478261,6,29,6
"768",0.326086956521739,6,29,29
"769",0.532258064516129,7,29,7
"770",0.467741935483871,7,29,29
"771",0.555555555555556,8,29,8
"772",0.444444444444444,8,29,29
"773",0.602941176470588,9,29,9
"774",0.397058823529412,9,29,29
"775",0.53448275862069,10,29,10
"776",0.46551724137931,10,29,29
"777",0.681818181818182,11,29,11
"778",0.318181818181818,11,29,29
"779",0.46551724137931,12,29,12
"780",0.53448275862069,12,29,29
"781",0.767857142857143,13,29,13
"782",0.232142857142857,13,29,29
"783",0.655172413793103,14,29,14
"784",0.344827586206897,14,29,29
"785",0.625,15,29,15
"786",0.375,15,29,29
"787",0.833333333333333,16,29,16
"788",0.166666666666667,16,29,29
"789",0.391304347826087,17,29,17
"790",0.608695652173913,17,29,29
"791",0.233333333333333,18,29,18
"792",0.766666666666667,18,29,29
"793",0.392857142857143,19,29,19
"794",0.607142857142857,19,29,29
"795",0.361111111111111,20,29,20
"796",0.638888888888889,20,29,29
"797",0.435483870967742,21,29,21
"798",0.564516129032258,21,29,29
"799",0.339285714285714,22,29,22
"800",0.660714285714286,22,29,29
"801",0.4,23,29,23
"802",0.6,23,29,29
"803",0.388888888888889,24,29,24
"804",0.611111111111111,24,29,29
"805",0.294117647058824,25,29,25
"806",0.705882352941176,25,29,29
"807",0.407407407407407,26,29,26
"808",0.592592592592593,26,29,29
"809",0.392857142857143,27,29,27
"810",0.607142857142857,27,29,29
"811",0.419354838709677,28,29,28
"812",0.580645161290323,28,29,29
"813",0.589285714285714,1,30,1
"814",0.410714285714286,1,30,30
"815",0.56,2,30,2
"816",0.44,2,30,30
"817",0.666666666666667,3,30,3
"818",0.333333333333333,3,30,30
"819",0.568965517241379,4,30,4
"820",0.431034482758621,4,30,30
"821",0.479166666666667,5,30,5
"822",0.520833333333333,5,30,30
"823",0.708333333333333,6,30,6
"824",0.291666666666667,6,30,30
"825",0.625,7,30,7
"826",0.375,7,30,30
"827",0.652173913043478,8,30,8
"828",0.347826086956522,8,30,30
"829",0.5,9,30,9
"830",0.5,9,30,30
"831",0.691176470588235,10,30,10
"832",0.308823529411765,10,30,30
"833",0.5,11,30,11
"834",0.5,11,30,30
"835",0.522727272727273,12,30,12
"836",0.477272727272727,12,30,30
"837",0.724137931034483,13,30,13
"838",0.275862068965517,13,30,30
"839",0.657142857142857,14,30,14
"840",0.342857142857143,14,30,30
"841",0.666666666666667,15,30,15
"842",0.333333333333333,15,30,30
"843",0.803571428571429,16,30,16
"844",0.196428571428571,16,30,30
"845",0.321428571428571,17,30,17
"846",0.678571428571429,17,30,30
"847",0.378787878787879,18,30,18
"848",0.621212121212121,18,30,30
"849",0.37037037037037,19,30,19
"850",0.62962962962963,19,30,30
"851",0.28125,20,30,20
"852",0.71875,20,30,30
"853",0.5,21,30,21
"854",0.5,21,30,30
"855",0.375,22,30,22
"856",0.625,22,30,30
"857",0.575,23,30,23
"858",0.425,23,30,30
"859",0.402777777777778,24,30,24
"860",0.597222222222222,24,30,30
"861",0.4375,25,30,25
"862",0.5625,25,30,30
"863",0.411764705882353,26,30,26
